song_id,title,release,artist_name,year
SOPALIG12A8C132282,Shake It Up,Scarface,Elizabeth Daily,0
SOUMDFS12A8C144D19,I Cry (LP Version),We Will Stand / Yesterday And Today,Russ Taff,0
SOVOTNO12A8AE46E42,Major Tom '94(English Version),Major Tom'94(English Version),Peter Schilling & Boom-Bastic,0
SOEWZVL12A8C138EFA,Who I Am,Afrodisiac,Brandy,2004
SOUDJLU12AAF3B40A1,Escape From Rome,Escape From Rome,Cricco Castelli,0
SODFROX12AB01860B1,Strikethrough,Past Revisited EP,Peter Van Hoesen,0
SOLAEZP12A8C13C777,Henrieta,The Green Owl Comp: A Benefit For The Energy Action Coalition,Harper Simon,2008
SOXGHFU12A8C14412F,Your Arms Feel Like Home,Where My Christmas Lives,3 Doors Down,2008
SOGZDOC12A8C13CD92,Midnight Birds (Sa Ra Remix),Blue Note Trip 5:Scrambled / Mashed,Medeski_ Martin & Wood/Sa Ra Creative Partners,2006
SOCQXCS12A67ADA4EA,Telegram för en tennsoldat,Live,Cornelis Vreeswijk,1966
SOHEYSW12A67AD9084,Never Met A German,Talk To La Bomb,Brazilian Girls,2006
SOOEJNF12AB0188BF3,Stones You Throw,Anthology Of Releases: 2004 - 2005,Career Suicide,0
SOOVZCN12A58A7902F,Solaris,Solaris,Photek,2000
SOBYOOS12AC46872DA,Oriente,A Arte De Gilberto Gil,Gilberto Gil,1972
SOODZSU12A58A776BB,Perverted Eyelash,Elephant Jokes,Robert Pollard,2009
SOTBWWE12A6D4FA3AA,Eye Spy,When It Falls,The Race,0
SOIRHYR12A6D4FB8B5,Tiempo Al Tiempo,Mi Mundo,Marta Sanchez,0
SOXNKBO12A58A78BD8,Out Of My Head,Come Clean,Puddle Of Mudd,2001
SODPAMX12A58A7DE00,Knives and Faces,Raging Speedhorn,Raging Speedhorn,0
SOIPAKB12A8C13B132,Itoshii Toki,Murasaki.,Rie Tomosaka,0
SOIQGUI12A8C142E46,Suzanne,Live In London,Leonard Cohen,1967
SOVVEEM12A81C20140,Pump Up The Electro Volume,Hypnotized,DaVIP,0
SODCNFA12AC907589D,Telze',Aerobica,Max Brannslokker,0
SOXDDXC12AB0188CB6,Don't Stop Honey (feat. Cedric Burnside),Come On In,R.L. Burnside,1998
SOSPCLU12A8C136D27,Scream My Name,Back Against The Wall,Chaka Demus & Pliers,0
SOTOPUO12AB0185CA5,Girl's Got Rhythm,The Screaming Cat,Omar & The Howlers,0
SOUYAAO12A58A77683,I Do It For Your Love,The Lovers_ the Dreamers and Me,Jane Monheit,2008
SODAJTJ12AB0185735,All I Need (Key-Ab-Premiere Performance Plus),All I Need (Premiere Performance Plus Track),Bethany Dillon,0
SOEEWIZ12AB0182B09,Beyond the Borders of Sanity,PROSE EDDA,YGGDRASIL,0
SOARHKB12AB0189EEA,Microphone Check,Illegal Substance,Illegal Substance,0
SOBUMNM12AB01882B0,Arruyo de Dios,Infancia Olvidada,María Dolores Pradera / Amaya Uranga,0
SOALJJL12AB0188822,Corcovado,Bossa for Two Guitars - Experience Bossa Lounge,P & Q,0
SOSCWAI12AB018D4A9,Blow Up,Template,Popsicle,2005
SOMKACM12A8C13FE16,Music Is My Business,Music Is My Business,Roosevelt Sykes,0
SOPTTTV12AB0182842,Tonight,Songs From An Engineer's Daughter,June Star,0
SOVGHLF12A58A7DE10,Your Sweet Love,True To Yourself,Albert Cummings,2004
SOVIBLK12A6D4F9E02,Back To Back,The Fiancée,The Chariot,2007
SOUOXYC12A8C144E99,A Better World,A Better World,M.I.K.E. vs. Andrew Bennett,0
SOUOLRQ12A6BD5074E,Humppakavalier,Das Humppawerk,Elakelaiset,2006
SOSFZVM12A8C13D2FB,Clambake Boogie,I'm The Fat Man,Big John Greer,1992
SOMYVFW12A8C13993D,Je Dois Partir,Ma Génération,Ste Strausz,0
SOKJZDH12AB0181FEE,Júrame,Un Canto de México: Alejandro Fernández en Vivo desde Bellas Artes,Alejandro Fernandez,2002
SOHVOBH12A6D4FA6A9,We Trust In The Name Of The Lord Our God (Where Mercy Begins Album Version),The Ultimate Collection,Steve Green,0
SODYGJM12A8C13B9D1,Chi Ha Paura Della Notte?,P.F.M. Story,Premiata Forneria Marconi,1981
SOGBANX12A8C132DC5,Sunrise (Album),Whiskey For The Holy Ghost,Mark Lanegan,1994
SOIWTJG12AB017E6BD,Blow Ya Back Out [Radio Edit],Blow Ya Back Out [Radio Edit],Attitude,0
SOEDNSE12A8C13785B,Harpo's bazar,Sing & play,The Marx Brothers,0
SOOAIPI12AB017C018,The American,3,Nouvelle Vague,0
SORPFKY12A8C1437E3,The Letdown,Walk This Way,The White Tie Affair,2008
SOVZDZX12AB0187AC0,We don't fit in,Relentless,Never More Than Less,0
SOESHPQ12A8C13B930,I Couldn't Believe It Was True,Red Headed Stranger,Carla Bozulich,2003
SOCJFYP12AB0183FDA,A Man Without a Country,Sacrifice and Bliss,Stinking Lizaveta,2009
SONBYLL12AB0189B23,Darling Corey,Buell Kazee Sings and Plays,Buell Kazee,0
SOHJQXV12A8C13790F,Sex,Zen And The Art Of Beating Your Ass,9 Shocks Terror,0
SOGMGNR12A81C234B5,Bounce W/ WBW,The Essential Dog Vs Cat Audio Collection,Dog Vs Cat,0
SOQSSVN12A6D4FB3E7,Show Me The River,Eastmountainsouth,Eastmountainsouth,2003
SOXCZTJ12A6D4FC318,Fire & Water,Temporarily Disconnected,24-7 Spyz,1995
SOLFFHS12A8C13D7AF,You Can't Move Into My House,Meet The Family,Frenzal Rhomb,1998
SOZYXLS12AB01860E0,Carheart,Carheart,Virus,0
SOJAOKJ12AC468EE96,Oxygen,Hospital Tracks,Swat-Squad,0
SOOIVDB12AB017B9F6,Andropolis,Sorry About The Flowers,Venice is Sinking,2006
SOFJDRB12AB018198D,The Things We Did Last Summer,Live 1953-68,The Oscar Peterson Trio,0
SOLXVFF12A8C13A52E,Conakry,Zion Prophet,Takana Zion,2007
SORJXOO12A67ADF38C,Kein Wort,Zwischen Himmel & Hölle,Breite Seite,0
SOHMYCB12A58A79026,Jonah Joins The Cab,Rhapsody In Rhumba,Cab Calloway,2003
SOTVGNT12A58A81210,That Was Yesterday,The Everest Years,Charlie Shavers,0
SOJPGZI12AB017CC2E,Scarlet Winter,The Kings Invicta,Fetterline,0
SOQYAHB12AAA8C942D,Over the Stone - Concerto for Harp: Tros y Garreg (Over the Stone),Karl Jenkins: Quirk,Karl Jenkins/Catrin Finch/Carmine Lauri/London Symphony Orchestra,0
SOVQNJA12AF72A420E,Quik's Groove VII,The Best of DJ Quik - Da Finale,DJ Quik,2002
SOOPYYI12AB01844D3,L'Uomo Grande,Fragole Infinite,Alberto Fortis,1982
SOVTATY12A58A79C72,Telephone And Rubber Band (Live) (2001 Digital Remaster),A History,Penguin Café Orchestra,0
SOXWXIC12AB018A53A,Ghetto (feat. Gino Green),J-Kwon (Clean),J-Kwon,0
SONKDYS12A6D4FB10C,Serenade No. 13 in G_ 'Eine kleine Nachtmusik' K525 (1997 Digital Remaster): III.  Menuetto (Allegretto),Mozart: Academy in Concert,Sir Neville Marriner/Academy of St Martin-in-the-Fields,0
SOCXHJX12A8C1332D4,Decadent,Lightbulbs,The Answering Machine,0
SOQKBLD12AB01819EE,The AFA Song,Skinhead Times 1982-1998,The Oppressed,0
SOJTANI12A58A786DA,Miles Away (In the style of 'Madonna') [With Backing Vocals],Ace Karaoke Pop Hits - Volume 7,Ace Karaoke Productions,0
SOXNRCP12AB018330D,Je T'aime,Sound of Berlin - The Finest Club Sounds Selection of House_ Electro_ Minimal and Techno,Kolombo,0
SOQIJGG12AF72A3EC4,Everything I Own Fits In This Backpack,The Upsides,The Wonder Years,0
SOOYDWF12A8C14030A,Gli Amanti Di Val Morel,Il Disco Dei Miracoli,Piccola Bottega Baltazar,2007
SOXCOUN12A6701C32E,Hace Mucho Tiempo,Donde Acaba El Mar,Los Limones,0
SOFNZWZ12AAF3B4AA2,Cosmology,Tiny Blue Biosphere,Rhian Sheehan,2004
SOPADUK12A8C14154B,Am I Dead,Kings And Queens,Anti Nowhere League,0
SOFKSVW12AB017CBA0,schmetterlinge,individuum,Mutabor,2004
SORCALJ12A8C138C65,Tres Agujas,Del 63,Fito Paez,1984
SOJHGUV12AB018AD09,Ataypura (High Andes),Virgin of the Sun God,Yma Sumac,1950
SOXQJDK12A8C1381E5,Single,Home Truths,Pony Club,2002
SOGHTVG12A67ADAE1F,Outside World,Loveparade - The Album Of Your Life,Sunbeam,1994
SOIINCW12AB0189604,Flame Fire,Delroy,DYCR,0
SOGDEWJ12AB0184C06,Lie To Me,Rainy Night In Georgia & Other Favorites (Digitally Remastered),Brook Benton,1986
SOTTUCU12AB01893AA,Dieubouddhallah,Le best of,Les Wriggles,1997
SOADBBU12A8AE46DD1,The Warmth Of The Sun,Singin',Melissa Manchester,0
SOOXEWU12A81C21671,The Way He Was Raised,Everything Is Fine,Josh Turner,0
SOZWXBI12A8C13D56E,Subnubus,Fols  Rhizomes Pour Gilles Deleuze,Mouse On Mars,1995
SOFTVQX12A8C1426D4,Long Night Dreaming,World We Know,Crash Parallel,2008
SOCMRBE12AB018C546,I Got Love If You Want It,The History of Rhythm & Blues_ Volume 3 - The Rocknroll Years,Slim Harpo,0
SOWXTVV12A8C143381,Burned in Blue,Silber Hearts Mom,Glissade,2006
SOFAVWP12AB0182B32,Perpato Sta Kimata,To Pathos Ine Aformi,Peggy Zina,0
SOQZDEG12A8C143DDC,hoshi-ni-negai-wo,Photograph painted out with color,To Overflow Evidence,0
SORLUIT12A8C130024,Goofin Around,Heros Of Rock And Roll,Johnny Kidd And The Pirates,0
SOHZOCR12A8C14025A,Feel Me,King Of Disco,Akcent,2007
SONHDAW12AB01892EC,Denmark,Touchpaper,Claire Hamill,0
SOMSMCB12A8AE488A4,O Sonho,O Paraíso: 14 Canções,Madredeus,1997
SODFQHX12AB017F04E,My First Guitar,Caught In The Headlights,Absent Elk,0
SOYOMOM12A8C139A17,Perfect World,True Reflections,Boyd Tinsley,2003
SOFWNQG12AF72A0FC2,Boring,Dude Ranch,Blink-182,1997
SOWZVKI12AB0183066,Velvet To Atone,Fairport Convention: The Fairport Companion - Loose Chippings From The Fairport Convention Family Tree,Trader Horne,1970
SOKXJMJ12A8C139F95,Escapades Of Pan (Orchestral Version),Skyline Firedance - The Orchestral Works and The Solo Works: 2 compact discs,David Lanz,0
SOKLMOM12A67AE0CC2,Gotta Let It Go,Judgement Days,Ms. Dynamite,2005
SOLKMXO12AB0185394,Part 5: Awaken/Panic/Restraint,Music for Falling From Trees,Peter Broderick,2009
SONPEXR12AB0186E79,Girl Trouble - Original,The R&B Years,Chris Farlowe,0
SORSBYN12AB018A938,Yama Yama Pretty Mama (Digitally Remastered),Rock 'n' Roll Heaven - The Ultimate Collection - 125 Original Recordings,Richard Berry,0
SOQVGOQ12A6D2281ED,From A Window,Do You Want To Know A Secret,Billy J. Kramer,1979
SOGPNHR12AB01893E2,Down The Road Apiece,Speedball + 11,The Count Bishops,1977
SOZKXJS12A8C139797,A Short Supply (of Truth),Youth_ Betrayal & The Awakening,Union 13,2000
SODNLGA12A8C136B9A,Calypso Calypso,Total Recall Vol. 7,Peter Metro,0
SOYXAEH12AB018518D,Animal House,Walkin' The Razor's Edge (With Bonus Tracks),Helix,1984
SOLUWOY12A8C1347A2,Power Skit #2,State Of The Arts,Afu-Ra,2005
SOEKQZZ12AB017E346,Oblige,Able Archer,I Concur,2007
SORWZBI12A81C1F734,Voyager,Futura,Nação Zumbi,0
SONCJEM12A58A76C37,This Love,Bloom,Lou Rhodes,2007
SOZCWTY12A8C1396E0,Hardcore,O Yeah,End Of Fashion,2005
SOGAQRX12AB0180E23,Somewhere Along The Way (Mono) (1998 Digital Remaster),Cliff Sings,Cliff Richard,1959
SOUGPVV12AB0185408,Face The World,Nadine,Nadine Sutherland,0
SOHGWZL12A6D4FA43C,Morning Calls,A Mark_ A Mission_ A Brand_ A Scar,Dashboard Confessional,2003
SOETYFW12A8C143660,Track,Limited Edition 2004,Lewis Taylor,1996
SOGOWNX12A81C22003,Jam Dodger A,Enterprise Reversal,Wetdog,2008
SONGNZZ12A8C13CD8B,Give It Time,Middle Of The Road,Middle Of The Road,1971
SOGOGXJ12A8C1324C4,The Body Human,Point Blank,Robert Hood,2002
SOQIKCT12A6D4F676B,(It Will Have To Do) Until The Real Thing Comes Along (1995 Digital Remaster),Great Ladies Of Song / Spotlight On June Christy,June Christy,0
SORRAHC12AB018465F,Give Love,Give Love,Tristan Garner,2008
SOJJZPQ12AB0185B3C,Wishing Well,The Rules Of Hell,Black Sabbath,1980
SOSOSYE12A6D4FB8B5,What's A Lonely Girl To Do,I Got The Guns,Roger Creager,2000
SOWTPAI12A8C137E1E,It Is Familiar,Ears Will Pop & Eyes Will Blink,Bodies Of Water,2007
SOFQQXC12AB0188237,Zid,Dino Merlin - Burek,Dino Merlin,0
SOPWPNO12A67ADC7B8,Bear The Scars,A New Darkness Upon Us,Stampin´ Ground,2003
SOQPJEI12A8AE48C32,Gypsy Music,Innocence,Luka Bloom,2005
SOBWOII12AB0187C0E,All Blacks,Nagah-mahdi - Opuscrits en quarante-huit rouleaux,Sebkha-Chott,2006
SONWUAN12AF72AC6D5,Casanova 70 The Secret Of Cool,CASANOVA 70,Air,0
SONKXGL12A8C13A062,Hey Mr. DJ (XFM Session),Hologram World,Tiny Masters Of Today,0
SOOGILS12A6D4F75E3,Sunset Coming On,Mali Music,MALIAN MUSICIANS & DAMON ALBARN,2002
SOLYLVV12A58A7E2B9,I Am Your Girl (love is blue remix by A.T:F),The Gemini Prophecies (limited bonus),Neikka RPM,2004
SOPFLRW12A8C141B34,Year One Now,Morning Star,Entombed,2001
SOMSTSB12A6D4FAABC,Electra Glide,Celebrating 10 Years Of Groove,Down To The Bone,2002
SOJJSVY12AB017C014,Late Night Saint,Play It 'Til Tomorrow,Nick Moss_ The Flip Tops,0
SOKSQVY12A8C142295,10_000 Chariots,Mr. Marley,"Damian ""Jr. Gong"" Marley",1996
SOCKYMG12AC9071312,Genie,Losing Feeling,No Age,2009
SOCDJZZ12AB0189B23,Let me (original),Electrolessons 2,2MB,0
SOKCWTW12A58A7F41F,What's It Gonna Be,The Collection,Samantha Mumba,2001
SOLPHZY12AC468ABA8,Drumstern (BONUS TRACK),Sonar Kollektiv - Elektrish Compilation 2,Marcus Worgull,0
SOFERCD12AB0186E7F,Hump In Your Back,Jesse Fuller's Favorites,Jesse Fuller,0
SOVJFQD12A8C13952F,The Promise,The Venom Divine,Deadsoil,2004
SOQFGDV12A58A7CDD5,Poontang,Smiling Faces: The Best Of,The Undisputed Truth,1975
SOCFJXQ12AB0187636,Buckeye,Red River Rock,Johnny & the Hurricanes,0
SONZGVN12AC95F0507,Back to Basics,Morphonic Stacks Volume 2,Rumble Pack,2007
SOOWXKA12AB0184747,Anata No Kanata,Kioku Memento Mori Vizaru No Nikki feat. Rekka Katagiri,Rekka Katakiri,0
SOEVAOB12A67ADE6E3,Lucy,Lucy,Jealousy,2006
SOVGKMD12AB0186136,On a tué no pourchau,200 millions de francophones et moi et moi et moi...,Vitor Hublot,0
SOKHZED12AF72A8E54,I'm Glad There Is You,For Lovers Only,The Temptations,1995
SOBEJNU12A8C140DF3,Scotland The Brave (Scotland),National Anthems Of The World,The London Theatre Orchestra,0
SOGBTEI12AB018A31D,Lamento Borincano,3 CD Box Tesoros De Coleccion,Sonora Santanera,0
SOMHSWE12A58A7CE8A,Would A Stranger Do?,Parting Should Be Painless,Roger Daltrey,1984
SOYXCTT12A6D4F69CB,Thank You,BeBe Winans,Bebe Winans,1997
SOAXWSC12AB0182CAF,Giselle,Laurita,Richard Galliano,1992
SOGKGLB12A81C22AFA,Drunk and Hot Girls,Graduation,Kanye West / Mos Def,2007
SOQIUKK12A6D4FCB2B,Gimme_ Gimme_ Gimme (Extended Version),Gimme_ Gimme_ Gimme,yoomiii,0
SONYLZN12A8C13664B,Ich Lasse Mir Nichts Mehr Nehmen,...Und Wie Geht Es Deinen Dämonen?,Senore Matze Rossi,2007
SOBYYQJ12AB018072F,Good Times,Destination Everywhere,Twenty 4 Seven,2002
SOWTKMT12AAF3B41D0,Children Go Where I Send Thee,It's Christmas,Mandisa,0
SOQPBYF12A6701F31E,Preacher,The Evil,Diamond Rexx,0
SOPEMYX12A8C14516E,Background Of Malfunction,Not So Brave,Flux of Pink Indians,1981
SOPDSPX12A6D4FB4C7,The Gun,The Gun,Boss Volenti,2007
SOXQBTU12A8C13F5E0,Knowledge,Operation Ivy,Operation Ivy,1989
SOUCYZP12A8C130D5D,Savage Skulls,Night Must Fall,Padded Cell,2004
SOHFWFR12AB0184B32,Fucked with paranoia,In for the kill,Inhume,2003
SOJWHPR12A8C136091,747 (Strangers In The Night) (Live At The Hammersmith Odeon) (1997 Digital Remaster),Wheels Of Steel/Strong Arm Of The Law,Saxon,0
SOCZNEL12AF72A62F4,Pop That Pussy,Hot Venom,Rebirth Brass Band_ Cheeky Blakk,0
SOMGIJE12A8C138000,Think,Only A Woman,Judy Mowatt,0
SOCCPFZ12AB0183A47,Ablation,Human Larvae [Earthly Cleansing],Commit Suicide,2003
SOYURIX12A6701E960,Cryin',Big Ones,Aerosmith,1993
SOZIPFD12A8C1427BA,Mambo Gumbo,Border Crossing,Wanderlust,0
SOTWGEZ12A81356D40,308,Mainlanders,Ricaine,1996
SODRMHP12A58A7F5E4,Victim Of Love,The Circus,Erasure,1987
SOBPWUX12AB018B156,Je me tords,Je garde quelques images... pour mes vies postérieures,Lio,0
SOGKFQV12AB0184A8B,When The Light Is Gone live mix,Fusion,Ubar Tmar,1997
SOJHMSP12AB0187CB0,Through My Eyes,Voice From Home,FFH,2005
SOOJTQQ12AB0183D54,Nenphilis,Daemonicus Awakening,The Spektrum,0
SOBWWBM12AB0181D5B,Roxy Girl,TV Tube Heart,The Radiators (From Space),0
SOZGWET12D02194E8D,Cops And Robbers,Cops And Robbers,The Hoosiers,2007
SOGOCTP12AB017F5EC,Una paloma blanca,Camino verde,Diana Navarro,0
SOKTGIX12AB018B354,Intro,The Anatomy Of Melancholy,Paradise Lost,0
SOMHRYP12A8C13363C,Something About You,Time 2 Rock,Topmodelz,2008
SOEHBCY12A8C132CC6,Yesterday's Headlines,Symptoms Of A Leveling Spirit,Good Riddance,2001
SOQDSNK12A81C2008A,Stone Turns Black,13th Moon ~ Journey into future Consciousness,Kaya Project,2003
SOSBIPE12A8C13A3DE,Wake Me Screaming,Once Beautiful,The Last Dance,2005
SOFQMXH12A8C135CC9,1970,The Exies,The Exies,2000
SOFQPSQ12A6D4F61CE,Nickindia (remastered),Fires,Nerina Pallot,2005
SOLIGTK12A8C13529D,Quiero Mas,Salsa Disco Party - Live at Roseland,Charanga 76,0
SOLFTHI12A8C13D827,Enas Apo Mas (Anyone Of Us - A Stupid Mistake),Sahara Euro Edition,Sarbel,0
SOLCKOY12A8AE47B9F,Moving In With (Re-mastered version),Bummed,Happy Mondays,1988
SOIIEKW12A8C13BFB2,The Storm (John Dahlback Remix) (Feat. Cozi),The Storm,Jerry Ropero Featuring Cozi,0
SOKAJXZ12A8C134803,Ebb And Flow,Faithfully,Jenniffer Kae,2008
SOIVVKG12A6D4FAAD4,Bones,Nipple,Claw Boys Claw,1994
SOBIQAH12A6D4F664E,Happy,Fake Songs,Liam Lynch,2003
SOYCJUJ12A6D4FD5C7,Han Yan Cui,Sally Yeh 13 Greatest Hits,Sally Yeh,0
SOHSMGR12A8C13712C,Danse Macabre,Mephisto & Co.,Minnesota Orchestra,0
SOSDEWY12A8C132AE3,No Sympathy,Honorary Citizen,The Wailers,0
SOYMEQU12AB017F195,Till Ya Drop! 2007,Remy presents 68 Recordings_ Vol. 4,DJ Remy,0
SOEWYVQ12AB0185814,After Sunset 2009,After Sunset 2009,Veselin Tasev,0
SOVMDBS12A58A786EC,Eu Não Sou Da Sua Rua,Qualquer,Arnaldo Antunes,2006
SOFGUET12A8C13C1B0,Tom Dooley,Täydet 100,Kari Tapio,1999
SOFPXSJ12AB0186905,Två av Oss,Datanörd,Attack,0
SOZVCOB12AAA15CFB4,Shiver The Trees,Wendy,Attic Lights,0
SONYAJW12AB0188843,Woman In White (LIVE),Volume 1,220 Volt,0
SOIVXAJ12AB018904E,Devoted,2 1/2,Slowpho,2004
SOTCKRQ12A8AE46A98,Amerika (Live Verison),The Birthday Concert,Jaco Pastorius Big Band,1981
SOWZDNH12A6D4F7237,Until The Day I Die (Album Version),Page Avenue,Story Of The Year,2003
SOGIWEF12A58A7C495,Shine On,Free Yourself,The Untouchables,0
SOXIEQT12D021B11B4,Rubina's Blue Sky Of Happiness,The Beautiful Guitar,Joe Satriani,1993
SOURKPS12AB01894F2,Still...You Turn Me On,The Original Bootleg Series From The Manticore Vaults: Volume Four,Emerson_ Lake & Palmer,2008
SONVOTM12AC468AA71,Los barrios de Santiago,Semtimiento Guajiro,Los Compadres,1999
SOOLBER12A8C137839,Love Appetite,Nudge It Up a Notch,Steve Cropper & Felix Cavaliere,0
SODEACR12AB0180DD2,I,AbsoluteNegativism,Årabrot,0
SONFGYH12AF72A0C0B,Holdin' On To Yesterday,Live,Ambrosia,0
SONFDGJ12AB01877C8,Latin - Phone Message,Leftovers,Andrew Gold,0
SOXRXHX12AB01845BF,The Man Without A Name,Desolation Street,I Walk The Line,2006
SOCAFQS12AB018ADA3,The Playhouse Saint,When Dalliance Was In Flower Volume 2,Ed McCurdy,1996
SOHHGPA12A6D4F649C,Between Tholozan And Oleatha,Gateway To Dignity,Grand Ulena,2003
SOIMEWD12AB01892E8,House Of Broken Dreams,Reflections,Crosby_ Stills & Nash,0
SOLOHVV12AB0188B37,Moose On The Loose,The Sickest Men In Town!,Vicious Rumours,0
SOITQCG12AB017B5A4,Nuns Leg,You're Lucky To Have Friends Like Us,Shit and Shine,2006
SOJLHLJ12AB017C620,Poppin Wit Game,Fillmoe 2 San Jo,Assassin,0
SOFGPFG12A58A78043,Sons Of Sarah Connors,A Penny For Your Thoughts,Megalon,0
SONPYQW12A8C138AB7,My Moves Are White [White Hot_ That Is] (Album Version),¡Viva La Cobra!,Cobra Starship,2007
SOLVHNE12A58A79134,Open Arms Monkey Business Club Mix,Open Arms,Liquid Spill,0
SORUYSO12A8C13A4F7,Hymn,Hymn,Cabballero,1994
SOQBGZD12AB0184341,Rewind (Demo),Riot!,Paramore,0
SOKHRVS12A6D4F939E,Alo Fevereiro,Doris Monteiro,Doris Monteiro,0
SOBXEVA12AAF3B162C,Labels Of Blues,Forgone Conclusion,Shotgun Honeymoon,0
SOCAXWE12A8C13CEC0,This Cocaine Makes Me Feel Like I'm On This Song,Mezmerize,System of a Down,2005
SOTCNFE12A8C143140,The Real Me featuring Ria Currie,Four Flights Up,Speedometer,2007
SOTOMVY12A81C228F5,Sew My Name,Sew My Name,Josh Pyke,2007
SODLZIA12AB018349F,Give Thanks and Praise - Original,Barry Brown's Step It Up Youthman,Barry Brown,0
SODGYUZ12A6D4F4BB9,Sailing To The Botton,The Trashcan Electric E.P.,Williamson,0
SOIADIW12A8C1344E1,The Blues Ain't Nothin',Pattern Disruptive,The Dickey Betts Band,1988
SOBFAYW12AB017F5E6,Entrapment,What Poor Gods We Do Make,Naked Raygun,2007
SOWZYRU12A81C2009A,Kaizers 115. Drøm,Maskineri,Kaizers Orchestra,2008
SOCBYZN12AB0189CFC,Callin' Heaven,Stomp the Floor,Arthur Adams,0
SOEDQXW12A8AE458B8,Jesus Christ,Rush Hour,Wesley Willis,2000
SOQVOIM12A8C140DF9,Hungry Belly,Faso Kanou,Manjul,2005
SOHLRUF12A8C13F0FF,Sauver L'Amour,L'Inoubliable,Daniel Balavoine,1985
SOTFIKQ12A6D4FB45F,Don´t Let It Bring You Down,Why Don't We,Sandhy SonDoro,0
