song_id,title,release,artist_name,year
SOEBURP12AB018C2FB,Journey Stages,Journey Stages,Yespiring,0
SOCHJAH12A8C14050F,Doctor Clayton Blues,Doctor (Peter) Clayton 1935-1942,Doctor (Peter) Clayton,0
SOROJHK12A67FFB3C4,You're Always Near,The Time Has Come,The Alarm Clocks,0
SOCCGSY12AB0189AE1,Me He Acostrumbrado(Con NS),A Puerto,Magnatiz,2000
SOJWEBW12A8C13AEEC,Help Is On Its Way,Definitive Greatest Hits,Little River Band,1980
SOWRBEL12AC468D1AF,Salt & Velvet,Primordia,Brainbox,1993
SOKODQP12A8C1430E4,Décembre,Un bruit qui court,Pauline Croze,2007
SOIKJNN12A6D4FC9D0,Fever,Rain Drops,Dee Clark,0
SOFKMUJ12A8C1395CE,Adagio Espressivo,Adagio Espressivo,Epos,0
SOHHJHV12A8C135941,I Need Terry Sheridan,Lara Croft Tomb Raider: Cradle Of Life,Alan Silvestri,0
SOBXDKZ12A8C13F12D,Formiche,Le Avventure Di Lucio Battisti E Mogol,Lucio Battisti,0
SOCVTQC12A8C145E01,"I'm So Bad (10"" EP)",I'm So Bad,Oingo Boingo,0
SOWFENT12A8C13FB6B,Atoll (Laurentian's),Laurentian's Atoll,*Shels,2007
SOXTHUN12A8C13D0B3,Lost In A Feeling (LP Version),Claudia Church,Claudia Church,0
SOYQCYH12A8C13896F,Play To Win (12'' Extended Version),The Remix Collection,Heaven 17,0
SODEJDM12AB01859B1,It's Time,The Lovely,Mara Carlyle,2004
SOPEJDM12A8C140091,Beautiful,Jonah33,Jonah33,2003
SOLQTLZ12AC3DFB5A5,Eastbourne Lights,Eastbourne Lights,Darren Hayman,2007
SOUDPHK12AB0187E60,Got It Wrong,Almost Everything I Wish I'd Said The Last Time I Saw You...,Wakey!Wakey!,0
SOMGEOQ12A8C135B98,Runaway (Ford Remix Radio Edit),Runaway,iio,2004
SONYZHV12AAF3B4368,Round The Bays Pt. 1,Newsoundlandscapes,Confucius,0
SOVTXLK12AB0182507,A Different World,Ashley Walters,Ashley Walters,0
SOQYUCL12A8C139279,Islands (LP Version),American Roulette,Danny O'Keefe,0
SODJCZC12A6D4F8DCA,4% Pantomime (2000 Digital Remaster),Cahoots,The Band,1971
SOBWFYH12A58A79F4C,Chicken (Live),Live,Mississippi John Hurt,0
SOBKTGB12A8C13952C,Dead + Rural (Album),Plague Park,Handsome Furs,2007
SOYZFJB12AB01878DC,Empego Naroco,A Man And His Music  - El Inolvidable,Tito Rodriguez,0
SONFVXH12AB018A580,Concerto No 1 In B Flat Minor_ Op23: Second Movement - Andante Semplice; Prestissimo; Tempo Primo,Tchaikovsky - Concerto No 1 In B Flat Minor Op 23,Van Cliburn,0
SOHJDOR12AB0189D2C,Kicked Out The Club,Son of a Pimp,Mistah F.A.B ft.E40_  Mac Dre_ Messy Marv_ Yukmouth_ Mac Mall_ Mr. Kee_ Various Otheres,2005
SOWVYGN12AB0187449,The Solo To Untamed Place,Linear Cryptics,Ametsub,2006
SOBHZXI12AB017ED0B,In The Presence Of Angels,Colors Of A New Dawn,Gandalf,0
SOFJZVC12A8C13C64E,Private Room Intro,Private Room,Avant,2003
SOPKGVI12AAF3B2D96,Black Angel (Album mix),Decayed-Rebuilt,Mind:State,2007
SOLUYHW12AB0186D2B,Passages,In My Life,Kevin Kern,1999
SOYCNCZ12AC468B374,Green Love,Orange Pony - EP,Hilt,1991
SOIDSEY12A8C13D7DE,Roda Piao (Spiritual South Remix),Far Out Brazil,Azymuth,2006
SOCHZSX12A8C143722,Citizenihilist,Seance Prime,Trap Them,0
SOZBUOS12A8C134927,Stop This Game,Authorized Greatest Hits,Cheap Trick,1994
SONJZOU12AB018351A,Flight,Down To Kill,Johnny Thunders & The Heartbreakers,0
SOTGQOP12AB0183962,The Scamp,The Strongman,Reginald R. Robinson,0
SOGEATG12AB0183797,Tamagnoko,Timbuktu,Issa Bagayogo,2002
SOTEHNF12A8C141C0D,I Wanna Hold Your Hand,The Boxmasters,The Boxmasters feat. Billy Bob Thornton,0
SOVUYNF12AF72AAAD3,All That I Need,Nico,Blind Melon,1996
SOUEVLT12A8C14401B,The One,Good Things Coming,Udo,0
SOUNXMU12AB017E49D,Digital Complexion,Digital Complexion,Dean Fichna,0
SOABLIR12A58A7A87F,Homemade (Live Version),Live From Cincinnati_ Bringin' It Home,Nicole C. Mullen,0
SOHKSYR12A8C136BB9,What In The World (Album Version),Heritage Of Faith,Babbie Mason,0
SONFBTG12AB0180913,Curfew,Truths and Rights,Fyah Blaze,2005
SOFXDEE12A8C139DCA,Abbracciami Più Forte,Piccolo Fiore,Angelo dei Teppisti dei Sogni,0
SORPUBH12AF72AA3FE,What's Happenin' Sun,Till Da Sun Comes Up,Sir Mix-A-Lot,0
SOGAKNO12AB018A1B3,LaLa Land,LaLa Land,Wallis Bird,2009
SOVQXSZ12AAF3B3DDA,Try,Radio Bootleg For The Restless Masses,Tree,0
SOHROYE12AB018336D,Some Dumb Girl,Anjulie,Anjulie,2009
SONQRNB12AB017F686,Ghost train,Hells bent on rockin,The Sharks,0
SOZMMFZ12A8AE49243,Jetlag,Traveller E.P.,Mr.Phillips,0
SOBVLAG12A6BD511D7,Conversaciones,Día Mes Año,Braille,0
SORCYKW12A81C21894,Penpals,Rules And Regulations,Roll Deep,2007
SOWQXCJ12A8C13380D,Selah,Divine Secrets Of The Ya-Ya Sisterhood - Music From The Motion Picture,Lauryn Hill,2002
SOPRAJZ12A8C13A2D0,Over The Weekend,Postcards From Home,Nick Heyward,1986
SOEPWCX12A6D4FA1F2,Pour Jane (live),C'est Quand Le Bonheur !,Cali,0
SOGLLLR12A8AE470DE,Dancing In The Dark,Dancing In The Dark,Micky Modelle v Jessy,0
SOLOTKV12A6D4FB137,As I Slither,Live In Germany,KATAKLYSM,2004
SOHAHLC12AAFF42B9E,Thoughts Pay No Toll,20 Candles,No Name,0
SOOLSML12A8C1414DC,Don't Upset The Rhythm (Go Baby Go),Barbie Lets All Party!,Noisettes,2009
SOOOZKY12A8C14552E,Secret,Secret,DJ Sakin vs. weimaR,0
SOWNYJK12AF72A381E,Not My Love,Empire Theory,Tides Of Man,2009
SOUKXKJ12AB0185D8B,Barragán,A mal tiempo buena cara,Kamelo Punto Semos,0
SOQABJN12C41E16A86,Amo Que Me Odien,A Medio Camino,Mr. Shadow_ Señor Sombra,0
SOAOOXO12AF72A787F,Still,In Your Honor,Foo Fighters,2005
SOFKOTC12A81C218CF,Lo Mismo Blues,Devil in the Drain (Expanded),Henry Kaiser,0
SOPBHGZ12AC468BA0E,Time Waits For No One,Silhouette Brown,Silhouette Brown,2005
SOOTREQ12A58A7D637,Bread,Pressure Points,John Brown\'s Body,2005
SOMKXAA12AB0182083,Dreams of life,Kingdom Of XII,Molly Hatchet,2001
SOWJIOF12AB017B57D,Anthology: A Tribute to Music,Project Overground - the Scienz Experiment,Scienz of Life,0
SONKFHN12AB018E6A5,Mission Complete (feat. TayDaTay_ E-Sick & Hennessy),I'll Rather Lounge,Dush Tray,0
SORAZBD12AB0184A86,Parasite,That's How We Do Right!,The Souljazz Orchestra,2008
SODMGTL12A8C134EF2,Tha Me Dis,Mine Mazi Mou Apopse,Irini Merkouri,0
SOZFFMY12A58A7DDBB,The Atlantic Ocean,The Atlantic Ocean,Richard Swift,2009
SOEPLCT12AB018AF1D,Grunnsteinar,Ellivan,Arve Henriksen & Elling Vanberg,0
SOHLXBS12AB018B57C,George Bush,2006,Mother Gong,0
SOVMUHS12AB0180802,Eu Tenho Um Fraquinho Por Ti,18 Cançoes De Amor,Fausto,1979
SOTCYMD12AB0181B4D,Bad Bad Baby,Bad Bad Baby,Natural Born Grooves feat. Thea Austin,0
SOHDSBB12AB018A322,Radishes,A Place Called Today,Hurl,0
SOESDQQ12AB0180506,Mama Look Deh (Album),Reggae Anthology - Joe Gibbs: Scorchers From The Early Years [1967-73],The Reggae Boys,0
SOTRPML12AF72A11DA,Pocket Full of Stones,Best of UGK,UGK (Underground Kingz),0
SOSCMSY12A8C13C1E9,Warrior,Live at Stubb's,Matisyahu,2004
SOBOYNY12A58A7F361,Old Man Willis (Single Version) (Bonus Track),Continued,Tony Joe White,0
SODTWKY12AF729FE39,Heartstopper,Fisherman's Woman,Emiliana Torrini,2005
SOAHKUQ12A8C1401B9,Forever,Sunday Blue,Mikael Stavöstrand & Franco Cinelli,0
SOXEEQL12AB0189376,Meat Wagon,Road Kill,The Haunted,0
SODTLFX12AB018A4D9,Energy Vibrations,Industrial Panorama,Johnny Pearson,0
SOPCCHW12AB01834B3,Trouble And Pain,This Time,The Robert Cray Band,0
SORBDLB12A58A7D4EC,Lift My Burdens,What Have You Done_ My Brother?,Naomi Shelton & the Gospel Queens,0
SOARSUN12AB018AE2C,The Glory Of Love,The Glory Of Love,Five Keys,0
SOLMYYA12AB0181C8A,Running And Hiding,Running and Hiding,Sunshaker,0
SOKEJSK12A6D4FC1EB,Right Reverend,Cherry Knowle,Leatherface,1989
SOILKLR12AB0181571,Act Right,Jump Jack Jump!,Wynona Carr,0
SONRQUU12AB017CB94,Bella Bella,Merengue de Amor Vol. 3,Ravel,0
SOZKUUL12A8C13B504,Light Reborn,Serpent's Embrace,AGATHODAIMON,2004
SOWLGPH12A8C13D450,Lodge,Jamaica's Most Wanted,Bounty Killer,2001
SONEZVZ12A58A7C7EE,The Utilitarian Christmas Jingle,The My Pal God Holiday Record,Lullaby For The Working Class,0
SOZBPTP12AB018D62D,Watch Us Touch,The Weight,The Creators feat. Consequence,2000
SOLQDBR12A6D4FA925,Colpo Di Specchio,Neve Ridens (Neve),Marco Parente,2005
SOENUTD12AB017EFC7,Southern Casey Jones,"Black Heroes ""From Stagger Lee to Joe Louis",Jesse James,0
SOTZZSJ12AB017D79C,Love Machine,Army Behind The Sun (Bonus Track Version),Coco Electrik,0
SOAYSTH12AB0187D12,Outro (Amended Version),Anarchy,Busta Rhymes,2000
SODHEVH12AB0183B63,You're The Best,You're The Best,Keni Burke,2001
SOIFVAZ12A6D4F939B,Live,The Mushroom Tapes,The Badloves,2000
SOXPGBN12A8C145D9C,Haul & Pull (Bobby Konders Remix),Ragga With Maximum Respect,Daddy Freddy,0
SOBNRBJ12A8C13C78F,Giz Starts Buggin' (LP Version),What More Can I Say,Audio Two,0
SOGYYSQ12AB0189772,All I Have To Offer You Is Me,Bluegrass 1971,Mac Wiseman (With Special Guests Lester Flatt & Chubby Wise),0
SOCXEQP12AB01840EA,DEADLY PLAYER,ON THE PROWL,Loudness,0
SOKNJLS12AB017F6C3,Convicting The Squirrel (Album),Carousel,Hugh Hopper,0
SOLRIAF12AB0181BFE,Invitation To the Blues,Post Atomic Hillbilly,Undertakin' Daddies,0
SOGFJAF12A81C20CCB,Shape-Eisha,Namebrand,Shaka Shamba,0
SOFOCLB12CF5CFC435,Jeepers Creepers,What A  Wonderful World,Louis Armstrong,1939
SOCBRJD12A6D4FB2D4,pure tension,THIS IS MY BATTLEFIELD,Panzer AG,2004
SONAWMH12AB0187759,Oh_ How It Hurts,The Greatest Hits,Barbara Mason,2003
SOZCVXQ12A6D4F68FE,Seagull (The West Coast Oil Tragedy Of '68) (1999 Digital Remaster),Forms And Feelings,Love Sculpture,1969
SOSPRBP12A8C14295E,The Clap,Prime Cuts,Steve Morse,2005
SOASGZD12A6D4F9E2B,In The Shadows,The UA Singles '79-'82,The Stranglers,1978
SOSPXDS12AB01838C7,Chipoti chipota,13 ans de caravaning,Les Hurlements D'leo,2009
SOOACML12A8C141BA4,Withered On The Vine,The Impossible Bird,Nick Lowe,0
SOKPTQP12A6D4FB53D,Vulture Kisses,Friends And Fires + 000EP'S,SO SO Modern,2007
SOJFSEK12A8C13BBA7,Mémoire de singes,Mémoire de singes,LOFOFORA,2007
SOFRFEB12A8C136D39,Summer Breezin',This Is Jazz #37- George Duke,George Duke,1980
SOJVODC12AB017D1BE,Paz En Este Amor (Paz Na Cama),Ana Gabriel En La Plaza De Toros Mexico,Ana Gabriel,0
SOAJXLY12AB0185A09,Don't Come My Way,Volume 1,220 Volt,0
SOEKQMT12AB018D9F6,My Favorite Things,Centro di permanenza temporanea,Opa Cupa,2010
SOGXRBR12A81C22119,Future King,Last Year's Wife - The Collection,Zero Le Crêche,2008
SOWKTFX12AB01834B3,Memories (Someone We'll Never Know),Moon,Clint Mansell,2009
SOGBBCF12A8C134006,Awakening,'Masterpiece',Special EFX,1999
SOQROHJ12A6D4FBC66,La Casa I,Eve Future,Kreidler,2002
SOSPVUJ12AC46870C1,Foot Work,Reggae With The Hippy Boys,The Hippy Boys,0
SORYTLF12AB017F544,In Faith With You,Music While You Work,1.000 Mexicans,0
SOEUMEF12A8C13C2C0,Abandon Ship [BBC Radio 1 Live Version],Abandon Ship,Gallows,2007
SOLPQGQ12AB018B9FA,Will You Please Spend New Year's Eve With Me?,The Polaroid Song,Allo_ Darlin',2009
SOJAVXG12A8C135F2F,L'Axe Du Mal Malaxé,Croyez-Moi Ça Fait Mal!,La Descente Du Coude,2006
SOSRKLH12CF5F88723,After Midnight,Eric Clapton,Eric Clapton,1970
SOSMIJE12AB018D83E,Vertrouw Maar Op Mij,Omdat Ik Zo Van Je Hou,Gordon,0
SOFMNWL12A8C13BFFD,Cover Dub (Dub / Instrumental Reggae Music),Dub Party,Mikey Dread,0
SORBLZA12AC3DF670F,Vernon,A Fool's Attempt,Storybox,0
SOSOUDK12AAF3B353B,Monsters (Soundtrack Album Version),The Twilight Saga: New Moon Original Motion Picture Soundtrack,Hurricane Bells,0
SOPXGQV12A58A7C985,The Driveway,Breakout,Miley Cyrus,2008
SOIJVRE12AB018AAD4,Ramesses II,We Will Lead You To Glorious Times,Ramesses,2004
SOFYHUS12AB018A1AC,Liberation,Jammys From The Roots [1977-1985],Junior Delgado,1991
SOUSNYQ12AB018E607,Xina,Isotop,Mergel Kratzer,2009
SOZFFZC12AB0187F5C,Tallyman (2005 Digital Remaster),Rockin' With The Pirates: Big Hits_ Classic Tracks & Lost Gems,Jeff Beck,0
SOHIVGS12A8AE480D7,Nightmares,The Best Of,A Flock Of Seagulls,1983
SOEBQYN12A67ADD40F,Be Careful Not To Be Too Careful - Album Version,Welcome,Patrick Nuo,2003
SOMTAUZ12A8C1340DD,Oh Na Kuri Labdi,Collaborations,Sukshinder Shinda,2006
SOGFJKA12AB018717E,Look At 'Im (LP Version),Once In A Blue Moon,Mabel Mercer,0
SOFFZZU12AB017F932,Rude Boots,Stereo Mash Up,Burning Babylon,2006
SOTXCEL12A8BEEEB45,Symphony in Gminor,Integrated Future,Phalanx,0
SOJIKBB12AB0186CBF,Las 40,Coleccion de Oro,Sergio Vargas,0
SOVLWXI12AB0187575,Moc slowa,Polska Rootz,Mesajah,0
SOQMFQX12AB0189E9A,Here I Am,Born In Babylon (Bonus Track Version),SOJA,0
SOLNESQ12A8C13D257,NO CHANGES IN MY LIFE,Alien (Limited Edition),Alpha,0
SOQENPQ12D02198DB3,Better Days,Lucky Town,Bruce Springsteen,1992
SOIDZEV12AB018561B,Betta my Space,Jukeworkz,DJ Rashad,0
SOHMKOQ12A8C136575,No Other Way,The Very Best Of Classix Nouveaux,Classix Nouveaux,1983
SOYOOFW12A6D4F859A,String Quartet No.3 in D major Op.18 No.3 : I Allegro,Beethoven : String Quartets Vol.2,Endellion String Quartet,0
SOBOGQK12A8C13B8E3,Vete De Aquí,Autentica,Merche,2004
SOGUPBU12A8C1361BC,Such A Night,UK - August - 1954,Johnnie Ray,1990
SOGXEUC12A58A756DA,Forget About It,Forget About It,Alison Krauss,1999
SOOGRBK12AB0184702,El Cuento,Tesoros De Coleccion - Jose Alfredo Jimenez,José Alfredo Jimenez Con Acompañamiento Del Mariachi Vargas De Tecalitlan,0
SOHTCSU12AB0188928,Ja Die Giraffen,Zoo Zoo,Lena & Die Jamba Band,0
SOZBQRK12A8C13FCD7,Bonfires,Left,Hope Of The States,2006
SOMULBF12A8C134329,Baker Street,French Cancan,Carnival in Coal,2000
SOOSIKO12A8C135CCF,The Loneliest Person I Know,To Whom It May Concern,Splender,2002
SOXFTFO12AF72A82E5,At The End Of The Day (Explicit),Set Me Free,Marion Raven,2007
SOBUMSU12AB018956D,Fill the Earth,Fill the Earth (Single),Ron Kenoly,0
SOMIMKU12AB0180EDA,You're Too Hot (Explicit),Necessary Evil,Deborah Harry,2007
SOTWLDL12A6D4F818D,Knowledge And Wisdom,Waiting For The Dawn,Kotipelto,2002
SONIQKR12A8C132C09,Picture Frames,Put Your Money Where Your Mouth Is,Splithabit,0
SOSBKEY12AB01824B5,Turn To Dust (Remix),The Massive Crush,Crash,0
SONNOWY12A6D4FE6F3,Iceland,Backseat Travelling,Neviss,2003
SOEWNMC12A8C13CF4B,Columnist,You Are Being Videotaped,Your Enemies Friends,2004
SOFZXTK12A67ADEAA3,lattitude instrumental,Koolmotor Instrumentals,Five Deez,0
SOEWQLS12A8C14509B,Keep Coming Back [Live In Nashville],When It's Good EP,Marc Broussard,0
SOAWIGX12A58A7C5A5,Mod Lang [Alternate Mix],Keep An Eye On The Sky,Big Star,0
SONIAUB12AB01801BD,Gumby Killed the Dinosaur,Perfect Dragon,Pumpkin Buzzard,0
SOYCWKH12AB0181C9B,Three Witches,Decameron,Epidemic,1989
SOLFGED12A81C22A28,Cerulean Transience Of All My Imagined Shores,Transcendence into the peripheral,Disembowelment,1992
SORNXAG12A6701ED54,Around My Wrists,The Holiday Plan EP,The Holiday Plan,0
SOAKJPH12AB0183124,Son Song,Fast Emotion,Uzeb,0
SOTUYMM12AAF3B336B,Nostalgia Amnesia,Melancholydisco,Viola,0
SOIQOVZ12A6D4F73E0,Some Bizzare,In,Agressiva 69,2006
SOUKAVR12A81C2054E,Casio Jawn,Drum & Bliss v.2,Technicolor with Flowchart,0
SOPDZBL12A8159E8F5,Super Going,Super Ae,Boredoms,1998
SOHNMYL12AB018159A,Express Yourself,Live In Studio 5,Cold Sweat,0
SOZOBHY12A8C1325E7,Matter of Fact,Rickety Stairs,Doug Hoekstra,0
SOVFSSK12AB01880C6,Can You Hear Me (LP Version),Something In The Air,Lila Mccann,1999
SOKORTB12AB017EEA9,Oh Christmas Tree,All I Hope For Christmas,Nelson Rangell,0
SOENLQS12A8C136D83,Bleib Anders,Poems Of The Underground,Marc Depulse,0
SOKEHZK12A6D4FD5D9,Red Stripe & Heineken,Easy Star Vol. 1,Easy Star All-Stars Featuring MC Trouble,0
SOTHXPD12AB017B4D3,This Is Real,Most Requested,Asher D,0
SOYSQAS12AB01858BC,Medusa,Electro Ave,Asphalt Jungle,0
SOFELBR12AB0188FE8,Love changes everything,Love changes everything,Novaspace,0
SOZSZIF12A8C13D7A3,My Baby Loves Me,Cool Baby! - The Singles And More 1951 - 1957,Charlie Gracie,2005
SOPCDZB12A58A78265,Until The End Of Time,Danger,Supreme Majesty,2003
SOFFZUH12AB0182CAE,HNB,On All Fours,Video Nasties,2009
SOMYQUW12A58A7B604,¡Lo Mato!,Grandes Exitos,Peret,0
SOIOEXD12AC3DFB789,Allerdings Otros Aires,Vivo en Otros Aires,Otros Aires,2007
SOXYFHA12AB017E7E3,The Commandments (Acappella),Nervous Acappellas 3,Afterlife featuring Matti Dinah,0
SOJLIQT12A6702136D,Steelo,No Doubt,702,1996
SOARTYN12A8C137559,Keep It Home,Blind Blake Vol. 3 (1928 - 1929),Blind Blake,1929
SOEJABD12AB017F882,Enden av november,250 PROSENT,Kaizers Orchestra,2008
SOWWADQ12A8C136105,One Thing (The Secret Of Time Album Version),The Secret of Time,Charlie Peacock,1990
SOLLAVA12AB018D31D,One Day (Soul Relation Mix),One Day,2 Brothers On The 4th Floor,1997
SONXLQV12AB0183EFF,Kolysanka Karolinki,Sennik,Mikromusic,2008
SOILSEN12A8C13F79A,New Holes,Deadbeat Hero,Doug Stanhope,2004
SOEYTZE12A58A7BB81,Crush,Gish,The Smashing Pumpkins,1991
SOHRACK12A8C139F4A,Someday,Don't Stay Out Late/ Lord Creator Greatest Hits,Lord Creator,0
SORASOB12AB018B607,Logan Braes,Ae Spark O'Nature Fire,Deaf Shepherd,1996
SOGZKUM12AB01835C2,The Break Up Song (Live-Milwaukee),Live In Milwaukee,American Hi-Fi,2005
SOWGQVR12AB0187009,Locks a Grow,Strictly One Drop Vol. 3,Queen Ifrica,0
SOZHJLF12AB01826E4,Tell It To My Heart,70's 80's Ultimate Party Jams,Renegade Hit Makers,0
SOEFPKN12A8C13DC68,September Song,It's All About Love,Carla Cook,0
SOFHNNM12A6D4FA589,Valvoline,Kidnapped By Neptune,Scout Niblett,2005
SOZAQXC12A6D4F67AA,I've Got The Music In Me (Dreaming In Color Album Version),Shining Star,Jump5,2005
SOLDRRU12A58A78075,La fuga de Ruben,Rueda de los Tiempos,La Barranca,1999
SODEKQB12A6D4F8E1C,Toro Mecanico,Los Mejores Años De Nuestras Vidas,Dinamita Pa Los Pollos,0
SOWJISP12A8C13BEDD,CZEGO TY ¯¥DASZ,Jestem Saba,Shazza,0
SOIARSM12A6D4F9C17,Mystic Voice,Sweet Talkin' Girls: The Best Of The Chiffons,THE CHIFFONS,0
SOMVCPP12AB0185D90,Canadanada,Shadowplay,Johan Skugge,2005
SOGXRJL12A8C140881,Midnights,Midnights,Lost Valentinos,2009
SOYLZQT12A6D4F625B,A Better Home In The Phantom Zone (1999 Digital Remaster),Sound-On-Sound,Bill Nelson's Red Noise,0
SOZKFGJ12AC468759F,The Orphan Girl,Kentucky Mountain Music_ Part 7,Buell Kazee,0
SOECACY12A6D4F58B4,Theme De Yo-Yo (Radio Edit),Theme De Yo-Yo,Su-Paka-Pooh,0
SOCFKHP12A8C13B931,Walk On The Wild Side,Lou Reed Live,Lou Reed,1972
SOPPCWX12A8C13A83B,It's Love (from Wonderful Town),Grab Me A Gondola,The Original London Cast,0
SOTPHMV12AB018540A,Parle-moi encore de toi,Ad vitam,Audrey Gagnon,2008
SOFXCWR12A6D4F71CD,The Moon Is A Harsh Mistress,Bliss,Tone Damli Aaberge,2005
SOYGIWY12AB017B440,"Sho"" Nuff Sold On You",Collection,Delegation,0
SOGJDOL12AB0180319,To The Negative Power,Intercepting Fist,Dim Mak,2002
SOIUHMA12AAA8C6685,You make me wonder (Beats 4 U Mix),You make me wonder (Beats 4 U Mix),Celebrate The Nun,0
SOAFWCB12AB0183D7A,govinda`s house (Chris Nagle(Original '87 Mix)),Govinda's  House in the City of NineGates,Suns Of Arqa,0
SOASHOH12A58A7BB2B,Jesu_ Joy Of Man's Desiring  (Christmas Album Version),Christmas,Rebecca St. James,1997
SOTJRML12A6D4F9B8A,Get Lost,The Magic Position,Patrick Wolf,2007
SOLPVML12A8C1345C0,All Would Envy,Night Sessions,Chris Botti (featuring Shawn Colvin),2001
SOZLDDY12A8C13C783,Aranjuez,Greatest Guitar Hits,David Palmer,0
SOVNPTG12A8C13EDA1,Tower Of Babble (Featuring Smut Peddlers),The High Exhaulted,Copywrite,2002
SODHQOM12A58A7B7F4,Across The Sea,The Tan Mule,The Samples,0
SORDKIV12AF729F015,A Soft Place,Body of Light,Halo,0
SOSWEKA12A6D4F771A,Vocal Intro (Imagine a Nation),Total Recall,Terry Callier,2004
SONSJUL12A8C13C76D,You're Taking My Heart (Gordon's Golden Extended Dance),You're Taking My Heart,Haddaway,0
SONXLBK12A8C141C12,Country Music / Mexican Cowboy / Tough Cowboy,Knee To The Groin,Pablo Francisco,1997
SOHKLKT12A81C2221F,Sexy Funky Body,Heat,Marusha,2007
SOLJZWG12A67AE2555,Blue Days (Dias Azuis),Smoke 'n' Mirrors,Lee Ritenour,2006
SOELTHK12A8C13E0D1,Walking In Memphis,Walking In Memphis/Can Delight,Master Blaster,2007
SOGMELB12AB018F6A6,Suddenly,Miami Trance Anthems - Volume 2,BT feat. Erire,2010
SORVSPU12A8C133397,Along the Way,Along The Way,Devotchka,2008
SOPQWHM12AB018ACF1,Shattered Cross,Transatlantic Sessions - Series 3: Volume One,Darrell Scott,2006
